StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q8,Q1,Q2,Q3,Q4,Q5,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q19,Q45,Q20,Q21,Q22,Q23,Q24,Q25,Q27,Q28,Q29,Q30,Q31,Q33,Q35,Q36,Q37,Q38
11/4/20 8:53,11/4/20 15:27,IP Address,223.229.162.237,97,23649,FALSE,11/11/20 15:27,R_3nCd87qVmdEyi3P,,,,,,,anonymous,EN,I have used Online grocery shopping before,24,Male,Master's degree,"Less than $25,000",Employed full time,Strongly agree,Somewhat agree,Agree,Neither agree nor disagree,Disagree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Strongly disagree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly agree,Agree,Agree,Agree,Agree
11/11/20 17:12,11/11/20 17:26,IP Address,129.205.124.180,100,839,TRUE,11/11/20 17:26,R_32Jbv0gUoeBjEFs,,,,,6.447402954,3.390304565,anonymous,EN,I have used Online grocery shopping before,44,Female,Master's degree,"$25,000 - $50,000",Employed part time,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree
11/4/20 21:03,11/4/20 21:03,IP Address,216.197.210.53,3,8,FALSE,11/11/20 21:03,R_2wBrlkuNalWaBBT,,,,,,,social,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/20 22:52,11/11/20 22:58,IP Address,70.119.135.192,100,342,TRUE,11/11/20 22:58,R_eexfuAZY7I9Fnr3,,,,,33.00360107,-96.88339996,anonymous,EN,I have used Online grocery shopping before,22,Female,Professional degree,"$25,000 - $50,000",Student,Agree,Agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Somewhat agree,Agree,Agree,Agree,Agree,Strongly agree,Neither agree nor disagree,Agree,Somewhat agree,Strongly agree,Strongly agree,Agree
11/11/20 23:19,11/11/20 23:20,IP Address,70.123.105.127,100,54,TRUE,11/11/20 23:20,R_333hzJJjd31iQX3,,,,,32.83099365,-96.76920319,anonymous,EN,I have not used Online grocery shopping before,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/20 23:20,11/11/20 23:20,Spam,70.123.105.127,100,11,TRUE,11/11/20 23:20,R_3sjoJkz9FyBJDDZ,,,,,32.83099365,-96.76920319,anonymous,EN,I have not used Online grocery shopping before,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/20 3:51,11/12/20 3:53,IP Address,172.58.187.22,100,155,TRUE,11/12/20 3:53,R_tSebQhrkkBjiFfH,,,,,38.83149719,-77.11990356,anonymous,EN,I have not used Online grocery shopping before,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/20 0:30,11/12/20 5:49,IP Address,41.190.30.56,100,19167,TRUE,11/12/20 5:49,R_1NfFPzyQbX4glfx,,,,,6.447402954,3.390304565,anonymous,EN,I have not used Online grocery shopping before,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/20 7:59,11/12/20 8:02,IP Address,24.114.57.202,100,187,TRUE,11/12/20 8:02,R_2fy3pRDnRqFrHOT,,,,,43.69819641,-79.40720367,anonymous,EN,I have used Online grocery shopping before,29,Male,Master's degree,"Less than $25,000",Student,Agree,Somewhat agree,Somewhat disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
11/12/20 13:52,11/12/20 13:56,IP Address,68.232.23.100,100,242,TRUE,11/12/20 13:56,R_3EEVxZx73PLGWJ2,,,,,33.24339294,-95.91100311,anonymous,EN,I have used Online grocery shopping before,42,Male,4 year degree,"Less than $25,000",Employed part time,Agree,Strongly agree,Strongly agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Agree
11/12/20 14:27,11/12/20 14:31,IP Address,24.28.114.116,100,187,TRUE,11/12/20 14:31,R_3F2LSeIaOihnF77,,,,,32.95030212,-96.81900024,anonymous,EN,I have used Online grocery shopping before,26,Male,Doctorate,"$50,000 - $100,000",Employed part time,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Agree,Agree
11/12/20 14:28,11/12/20 14:31,IP Address,70.119.125.134,100,183,TRUE,11/12/20 14:31,R_bvVMNwK8auAtuoh,,,,,33.09280396,-96.645401,anonymous,EN,I have used Online grocery shopping before,23,Female,Master's degree,"$50,000 - $100,000",Employed part time,Agree,Agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree
11/12/20 14:25,11/12/20 14:32,IP Address,70.121.71.47,100,427,TRUE,11/12/20 14:32,R_AulORyCUVUvFtS1,,,,,30.50450134,-97.82089996,anonymous,EN,I have used Online grocery shopping before,27,Female,Master's degree,"Less than $25,000",Student,Agree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Somewhat agree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree
11/12/20 14:34,11/12/20 14:39,IP Address,172.58.111.199,100,282,TRUE,11/12/20 14:39,R_1STiLt9FkfsQylj,,,,,32.9992981,-96.83460236,anonymous,EN,I have used Online grocery shopping before,40,Male,Master's degree,"$50,000 - $100,000",Employed full time,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree
11/12/20 14:35,11/12/20 14:40,IP Address,129.205.124.172,100,256,TRUE,11/12/20 14:40,R_31RuO0KUzMIGV3L,,,,,6.447402954,3.390304565,anonymous,EN,I have not used Online grocery shopping before,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/20 14:45,11/12/20 14:46,IP Address,47.184.151.153,100,35,TRUE,11/12/20 14:46,R_9ETYsnRuMk4j0KB,,,,,32.95219421,-96.66539764,anonymous,EN,I have not used Online grocery shopping before,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/20 14:46,11/12/20 14:47,Spam,47.184.151.153,100,19,TRUE,11/12/20 14:47,R_1IYHJSHNCD3qITF,,,,,32.95219421,-96.66539764,anonymous,EN,I have not used Online grocery shopping before,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/20 14:42,11/12/20 14:47,IP Address,129.205.124.172,100,288,TRUE,11/12/20 14:47,R_3CNQwvoAqyIMdOt,,,,,6.447402954,3.390304565,anonymous,EN,I have used Online grocery shopping before,23,Female,4 year degree,"Less than $25,000",Student,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Disagree,Agree,Strongly agree,Strongly agree,Agree,Disagree,Somewhat agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Disagree
11/12/20 14:51,11/12/20 14:52,IP Address,172.58.108.161,100,33,TRUE,11/12/20 14:52,R_3nNsLFUXyklByRV,,,,,32.65870667,-97.16169739,anonymous,EN,I have not used Online grocery shopping before,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/20 14:49,11/12/20 14:56,IP Address,68.232.19.242,100,436,TRUE,11/12/20 14:56,R_1o4MVHXHy4CY8A4,,,,,33.24339294,-95.91100311,anonymous,EN,I have used Online grocery shopping before,42,Female,Master's degree,"$50,000 - $100,000",Employed full time,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree
11/12/20 15:00,11/12/20 15:05,IP Address,173.175.65.193,100,335,TRUE,11/12/20 15:05,R_u2kLCYJ7S69MRON,,,,,32.81790161,-96.63189697,anonymous,EN,I have used Online grocery shopping before,37,Female,4 year degree,"$25,000 - $50,000",Employed full time,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Disagree,Disagree,Disagree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Disagree
11/12/20 15:18,11/12/20 15:19,IP Address,47.234.204.88,100,24,TRUE,11/12/20 15:19,R_1mgxpzuWszT6qiv,,,,,33.24339294,-95.91100311,anonymous,EN,I have not used Online grocery shopping before,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/20 15:30,11/12/20 15:31,IP Address,105.112.50.65,100,30,TRUE,11/12/20 15:31,R_3hFQHybv0dzYai7,,,,,6.447402954,3.390304565,anonymous,EN,I have not used Online grocery shopping before,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/20 17:43,11/12/20 17:48,IP Address,172.58.103.42,100,294,TRUE,11/12/20 17:48,R_uzfyjyULbIkX39f,,,,,29.86140442,-95.34120178,anonymous,EN,I have used Online grocery shopping before,27,Male,Master's degree,"$100,000 - $200,000",Employed full time,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
11/12/20 18:12,11/12/20 18:18,IP Address,173.172.54.114,100,346,TRUE,11/12/20 18:18,R_3GjHKnrRjx7FK9q,,,,,33.10470581,-96.09269714,anonymous,EN,I have used Online grocery shopping before,24,Female,Master's degree,"Less than $25,000",Student,Strongly agree,Strongly agree,Strongly agree,Agree,Somewhat agree,Strongly agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Disagree,Neither agree nor disagree,Agree,Strongly agree,Agree,Agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree
11/12/20 20:07,11/12/20 20:12,IP Address,174.88.243.156,100,299,TRUE,11/12/20 20:12,R_aeFvwP9kripdF0B,,,,,43.60890198,-79.50019836,anonymous,EN,I have used Online grocery shopping before,24,Female,Master's degree,"$200,000 and above",Employed part time,Agree,Agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Agree,Disagree,Agree,Agree,Strongly disagree,Somewhat disagree,Strongly disagree,Disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree
11/12/20 20:17,11/12/20 20:26,IP Address,105.112.37.250,100,512,TRUE,11/12/20 20:26,R_31j6xdpdQcDJZDj,,,,,6.447402954,3.390304565,anonymous,EN,I have used Online grocery shopping before,38,Male,Master's degree,"Less than $25,000",Employed full time,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat disagree,Somewhat disagree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree
11/12/20 21:39,11/12/20 21:40,IP Address,76.107.243.26,100,27,TRUE,11/12/20 21:40,R_31QKJKQpLN0rS3z,,,,,34.25149536,-88.72080231,anonymous,EN,I have not used Online grocery shopping before,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/20 23:05,11/12/20 23:15,IP Address,24.28.114.116,100,628,TRUE,11/12/20 23:15,R_2e5dnoQ5xpmQJVj,,,,,32.95030212,-96.81900024,anonymous,EN,I have used Online grocery shopping before,23,Female,4 year degree,"Less than $25,000",Employed part time,Somewhat agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
11/13/20 8:42,11/13/20 8:42,IP Address,173.172.54.129,100,25,TRUE,11/13/20 8:42,R_3KuAXK5hqA3Uas4,,,,,33.10470581,-96.09269714,anonymous,EN,I have not used Online grocery shopping before,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/13/20 8:42,11/13/20 8:47,IP Address,173.172.54.129,100,297,TRUE,11/13/20 8:47,R_3JgZkKKOFFSkG4q,,,,,33.10470581,-96.09269714,anonymous,EN,I have used Online grocery shopping before,35,Male,Master's degree,"Less than $25,000",Employed part time,Strongly agree,Agree,Strongly agree,Agree,Neither agree nor disagree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Somewhat agree,Agree,Agree,Agree,Agree
11/11/20 16:55,11/13/20 11:23,IP Address,173.172.16.177,100,152871,TRUE,11/13/20 11:23,R_1ooNlBLgFl1fAuP,,,,,33.18539429,-96.13040161,anonymous,EN,I have used Online grocery shopping before,23,Female,4 year degree,Prefer not to say,Employed part time,Somewhat agree,Strongly agree,Somewhat agree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree
11/13/20 12:09,11/13/20 12:14,IP Address,47.24.105.186,100,303,TRUE,11/13/20 12:14,R_1QDvbmi77qviTu1,,,,,32.90739441,-97.42569733,anonymous,EN,I have used Online grocery shopping before,41,Female,Professional degree,"$100,000 - $200,000",Employed full time,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree
11/13/20 18:54,11/13/20 18:54,IP Address,72.190.40.175,100,22,TRUE,11/13/20 18:54,R_XAk5EcENOPUqgbT,,,,,32.9992981,-96.83460236,anonymous,EN,I have not used Online grocery shopping before,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/13/20 23:42,11/13/20 23:49,IP Address,173.172.16.8,100,375,TRUE,11/13/20 23:49,R_12PWttT4ScvQjp1,,,,,33.18539429,-96.13040161,anonymous,EN,I have used Online grocery shopping before,24,Male,Master's degree,"Less than $25,000",Employed part time,Somewhat agree,Agree,Strongly agree,Agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree
11/14/20 0:43,11/14/20 1:00,IP Address,27.57.176.155,100,972,TRUE,11/14/20 1:00,R_3egdmYbBzkx1Y2I,,,,,23.02760315,72.58709717,anonymous,EN,I have not used Online grocery shopping before,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/14/20 5:31,11/14/20 5:32,IP Address,70.123.109.96,100,18,TRUE,11/14/20 5:32,R_3P4z5KRwMq31My0,,,,,32.87559509,-96.74949646,anonymous,EN,I have not used Online grocery shopping before,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/20 7:01,11/7/20 7:02,IP Address,102.89.3.165,3,52,FALSE,11/14/20 7:02,R_2ccMxAL53L3a2Gd,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/14/20 9:36,11/14/20 9:36,IP Address,47.234.204.88,100,25,TRUE,11/14/20 9:36,R_1OOeufWJajhPiR9,,,,,33.24339294,-95.91100311,anonymous,EN,I have not used Online grocery shopping before,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/14/20 9:49,11/14/20 9:49,IP Address,68.203.70.180,100,17,TRUE,11/14/20 9:49,R_3r1H6pFXiw3mLTt,,,,,32.89639282,-96.8635025,anonymous,EN,I have not used Online grocery shopping before,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/14/20 9:50,11/14/20 9:50,Spam,68.203.70.180,100,11,TRUE,11/14/20 9:50,R_1KoNaAb25hBtW6x,,,,,32.91029358,-96.728302,anonymous,EN,I have not used Online grocery shopping before,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/14/20 10:08,11/14/20 10:09,Spam,68.203.70.180,100,53,TRUE,11/14/20 10:09,R_DNzZzAvtF7jvmgx,,,,,32.91029358,-96.728302,anonymous,EN,I have not used Online grocery shopping before,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/14/20 10:47,11/14/20 10:59,IP Address,47.234.204.51,100,736,TRUE,11/14/20 10:59,R_2D0vmTnEqaa9Elz,,,,,33.24339294,-95.91100311,anonymous,EN,I have used Online grocery shopping before,25,Female,Master's degree,"Less than $25,000",Student,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Neither agree nor disagree,Somewhat agree,Agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Neither agree nor disagree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree
11/14/20 11:27,11/14/20 11:32,IP Address,47.234.204.51,100,304,TRUE,11/14/20 11:32,R_CfycSlQge7n7A8p,,,,,33.24339294,-95.91100311,anonymous,EN,I have used Online grocery shopping before,25,Female,Master's degree,"Less than $25,000",Student,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree
11/14/20 14:34,11/14/20 14:38,IP Address,96.231.100.145,100,247,TRUE,11/14/20 14:38,R_3KveVNJd0f56vsX,,,,,38.45550537,-77.43260193,anonymous,EN,I have used Online grocery shopping before,36,Female,4 year degree,"$50,000 - $100,000",Employed full time,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Neither agree nor disagree,Somewhat agree,Agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Somewhat agree,Disagree,Strongly agree,Disagree,Disagree,Agree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree
11/14/20 15:01,11/14/20 15:04,IP Address,47.184.11.38,100,166,TRUE,11/14/20 15:04,R_3IaVjH2f9iimVue,,,,,33.02859497,-96.87359619,anonymous,EN,I have used Online grocery shopping before,43,Male,Professional degree,"$100,000 - $200,000",Employed full time,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Neither agree nor disagree,Agree,Somewhat agree,Agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Neither agree nor disagree,Strongly agree,Agree